,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
373,Borazjan,29.27,51.22,26.0,57,0,0.1,IR,1603137278
374,Mossamedes,-15.2,12.15,20.79,74,29,1.86,AO,1603137279
375,Horta,38.53,-28.63,16.0,72,40,7.2,PT,1603137280
376,Vanimo,-2.67,141.3,25.02,85,10,1.84,PG,1603137282
377,Devils Lake,48.11,-98.87,-2.0,46,90,1.5,US,1603137283
378,Bilma,18.69,12.92,29.43,14,0,3.13,NE,1603137284
379,Bitung,1.45,125.18,23.0,100,40,6.38,ID,1603137285
380,Zhuanghe,39.7,122.99,12.7,79,0,1.86,CN,1603137286
381,Östersund,63.18,14.64,-2.0,100,97,2.6,SE,1603137288
382,Waddān,29.16,16.14,19.61,60,0,8.43,LY,1603137289
383,Sur,22.57,59.53,26.98,30,6,3.49,OM,1603137290
384,Kieta,-6.22,155.63,26.3,76,9,1.57,PG,1603137291
385,Aklavik,68.22,-135.01,-6.77,93,100,3.77,CA,1603137125
386,Torbay,47.67,-52.73,12.78,80,69,0.89,CA,1603137290
387,Mackay,-21.15,149.2,19.44,93,40,1.85,AU,1603137295
388,Gamba,-2.65,10.0,25.12,87,100,3.57,GA,1603137296
389,Kitimat,54.05,-128.65,5.56,91,96,2.09,CA,1603137297
390,Severo-Yeniseyskiy,60.37,93.04,-5.6,97,98,4.12,RU,1603137298
391,Yumen,40.28,97.2,7.4,50,0,7.43,CN,1603137300
392,Cidreira,-30.18,-50.21,21.84,80,0,6.22,BR,1603137301
393,Puerto Escondido,15.85,-97.07,30.0,70,40,3.6,MX,1603137302
394,Taltal,-25.4,-70.48,18.2,59,22,3.58,CL,1603137020
395,Port Moresby,-9.44,147.18,25.0,88,20,1.0,PG,1603137304
396,Lexington,37.99,-84.48,16.67,87,90,5.1,US,1603137306
397,Menongue,-14.66,17.69,21.83,20,0,1.63,AO,1603137307
398,Puerto Carreño,6.19,-67.49,32.47,56,92,2.7,CO,1603137200
399,Suez,29.97,32.53,22.78,77,0,4.9,EG,1603137309
400,Hirara,24.8,125.28,26.44,83,89,11.11,JP,1603137310
401,Kununurra,-15.77,128.73,27.0,94,87,2.6,AU,1603137295
402,Jumla,29.27,82.18,9.62,59,0,2.25,NP,1603137313
403,High Level,58.52,-117.14,-2.66,79,0,1.54,CA,1603137314
404,Bānsgāon,26.56,83.35,24.25,56,35,1.53,IN,1603137315
405,Ilhabela,-23.78,-45.36,22.96,79,97,5.0,BR,1603137316
406,Zhob,31.34,69.45,14.9,22,0,1.81,PK,1603137318
407,Verkhnyaya Inta,65.98,60.31,-7.89,94,24,1.36,RU,1603137319
408,Al Bardīyah,31.76,25.09,23.19,73,87,2.85,LY,1603137320
409,Isangel,-19.55,169.27,22.0,94,75,6.34,VU,1603137321
410,Stornoway,58.21,-6.39,10.0,93,40,4.1,GB,1603137322
411,Varkala,8.73,76.71,27.0,100,20,0.5,IN,1603137324
412,Barra de Tecoanapa,16.52,-98.75,30.55,64,1,4.7,MX,1603137325
413,Verkhniy Baskunchak,48.23,46.72,11.31,78,100,7.24,RU,1603137326
414,Nanyamba,-10.68,39.83,24.0,83,20,0.98,TZ,1603137327
415,Fukuechō,32.69,128.84,20.0,64,0,7.86,JP,1603137328
416,Benjamín Aceval,-24.97,-57.57,39.0,24,20,4.1,PY,1603137330
417,Owando,-0.48,15.9,22.68,94,96,1.01,CG,1603137331
418,Assiut,27.18,31.18,29.0,37,0,3.6,EG,1603137332
419,Broome,42.25,-75.83,13.33,93,90,3.6,US,1603137333
420,Zainsk,55.32,52.07,4.0,69,90,3.0,RU,1603137334
421,Misratah,32.38,15.09,21.94,53,22,4.98,LY,1603137335
422,Fare,-16.7,-151.02,26.53,78,7,9.52,PF,1603137337
423,Vitim,59.45,112.56,-2.82,95,79,3.98,RU,1603137338
424,Mnogovershinnyy,53.94,139.92,-4.82,86,87,4.35,RU,1603137339
425,Piranshahr,36.7,45.14,8.79,49,0,1.27,IR,1603137340
426,Kargil,34.57,76.1,1.5,61,0,1.43,IN,1603137341
427,Mayskiy,47.69,40.1,11.0,93,40,2.0,RU,1603137342
428,Khanbari,27.37,87.2,18.77,66,10,0.84,NP,1603137344
429,Koupéla,12.18,-0.35,31.27,35,59,1.9,BF,1603137345
430,Sørland,67.67,12.69,-2.0,74,59,3.1,NO,1603137346
431,Innisfail,-17.53,146.03,19.98,88,0,1.75,AU,1603137347
432,Upington,-28.45,21.26,27.0,12,0,3.6,ZA,1603137348
433,Naryan-Mar,67.67,53.09,-3.6,96,0,0.48,RU,1603137349
434,Tshikapa,-6.42,20.8,22.91,90,81,0.55,CD,1603137351
435,Son La,21.32,103.9,15.57,95,100,0.65,VN,1603137352
436,Voi,-3.39,38.56,22.08,81,45,4.0,KE,1603137353
437,San Ramon,37.78,-121.98,28.89,31,1,2.6,US,1603137167
438,Salamanca,40.83,-6.0,17.22,45,100,8.7,ES,1603137355
439,Asău,46.43,26.4,7.22,75,0,2.1,RO,1603137356
440,Seoul,37.57,126.98,9.0,100,1,0.81,KR,1603137317
441,Belmonte,-15.86,-38.88,26.0,65,75,3.1,BR,1603137359
442,La Romana,18.43,-68.97,33.0,63,40,3.1,DO,1603137360
443,Dalbandin,28.89,64.41,13.74,28,0,2.28,PK,1603137362
444,Benguela,-12.58,13.41,23.88,75,3,1.88,AO,1603137363
445,Puerto Baquerizo Moreno,-0.9,-89.6,22.0,94,90,7.7,EC,1603137127
446,Pierre,44.37,-100.35,6.11,56,90,1.5,US,1603137125
447,Beyneu,45.32,55.2,13.86,32,0,6.97,KZ,1603137366
448,Kernersville,36.12,-80.07,22.22,52,75,1.49,US,1603137095
449,Petropavlovsk-Kamchatskiy,53.05,158.65,4.0,74,100,2.0,RU,1603137369
450,San Blas,21.52,-105.27,31.0,33,40,4.26,MX,1603137370
451,Atambua,-9.11,124.89,22.61,77,0,0.65,ID,1603137371
452,Lüderitz,-26.65,15.16,15.73,71,0,10.92,NA,1603137372
453,Bauska,56.41,24.19,5.0,75,20,2.6,LV,1603137373
454,Ust-Nera,64.57,143.2,-16.19,83,71,1.18,RU,1603137375
455,Hengyang,26.89,112.61,14.32,86,51,1.68,CN,1603137376
456,Zhangjiakou,40.81,114.88,8.09,48,70,1.1,CN,1603137377
457,Katherine,-14.47,132.27,28.0,69,26,3.1,AU,1603137378
458,Kailua,21.4,-157.74,28.0,74,90,2.6,US,1603137379
459,Goth Radhan,27.18,67.95,24.82,14,0,2.85,PK,1603137381
460,Visnes,59.36,5.22,6.0,87,75,10.3,NO,1603137382
461,Tilichiki,60.47,166.1,2.72,98,100,1.38,RU,1603137383
462,Fuyu,45.18,124.82,7.86,55,0,4.28,CN,1603137384
463,Novyye Gorki,56.73,41.06,2.52,82,76,3.59,RU,1603137385
464,Daru,-9.08,143.21,25.74,87,100,4.08,PG,1603137387
465,Gizo Government Station,-8.1,156.84,27.99,73,26,1.18,SB,1603137388
466,Oranjestad,12.52,-70.03,32.0,66,75,7.7,AW,1603137389
467,Anderson,34.53,-82.65,23.33,49,1,1.65,US,1603137330
468,Xai-Xai,-25.05,33.64,24.15,50,0,5.31,MZ,1603137391
469,Catia La Mar,10.6,-67.03,29.44,67,21,3.1,VE,1603137393
470,Ballina,-28.87,153.57,16.0,87,40,3.6,AU,1603137394
471,Santa Maria,-29.68,-53.81,31.36,45,1,1.15,BR,1603137395
472,Acapulco de Juárez,16.86,-99.89,30.0,79,40,4.1,MX,1603137396
473,Fort Nelson,58.81,-122.7,-0.63,76,75,0.83,CA,1603137397
474,Finnsnes,69.23,17.98,-9.0,85,0,4.1,NO,1603137398
475,Arinos,-15.92,-46.11,26.03,60,100,2.74,BR,1603137400
476,Galesong,-5.32,119.37,23.0,94,20,1.0,ID,1603137401
477,Boca do Acre,-8.75,-67.4,28.97,62,99,2.34,BR,1603137402
478,Taoudenni,22.68,-3.98,29.99,16,0,5.33,ML,1603137317
479,Khokhlovo,59.15,37.4,1.0,95,75,1.0,RU,1603137404
480,Qaqortoq,60.72,-46.03,2.0,93,90,3.1,GL,1603137406
481,Kamloops,50.67,-120.32,11.11,64,100,0.97,CA,1603137235
482,Shumskiy,54.83,99.13,-2.83,87,64,2.93,RU,1603137408
483,Hammerfest,70.66,23.68,1.0,100,75,4.1,NO,1603137409
484,Piracicaba,-22.73,-47.65,28.0,48,40,2.6,BR,1603137410
485,Glendive,47.11,-104.71,-1.67,85,90,4.6,US,1603137412
486,Ous,60.91,61.52,2.17,94,94,2.84,RU,1603137413
487,Sabla,12.75,4.71,31.1,32,9,3.13,NG,1603137414
488,Saint-Joseph,-21.37,55.62,21.67,77,11,3.1,RE,1603137415
489,Margate,51.38,1.39,12.78,68,97,3.58,GB,1603137416
490,Tambovka,50.1,128.05,0.0,92,30,3.0,RU,1603137418
491,Guiratinga,-16.35,-53.76,25.64,68,95,4.53,BR,1603137419
492,Alice Springs,-23.7,133.88,18.0,82,75,6.2,AU,1603137125
493,Coos Bay,43.37,-124.22,16.11,82,40,4.6,US,1603137240
494,Comodoro Rivadavia,-45.87,-67.5,14.0,28,40,9.8,AR,1603137123
495,Saint Anthony,45.02,-93.22,1.11,80,90,3.6,US,1603137423
496,Mahon,39.89,4.27,17.0,72,20,3.6,ES,1603137425
497,Lata,40.16,-8.33,18.33,92,100,1.77,PT,1603137426
498,Ures,29.43,-110.4,39.44,10,64,0.89,MX,1603137427
499,Gewanē,10.17,40.65,29.04,27,0,4.96,ET,1603137428
500,Vanavara,60.34,102.28,-3.81,96,100,6.48,RU,1603137429
501,Zhezkazgan,47.8,67.71,9.33,49,1,3.23,KZ,1603137430
502,Inongo,-1.95,18.27,23.98,84,98,1.84,CD,1603137432
503,Sisimiut,66.94,-53.67,2.73,82,100,6.16,GL,1603137433
504,Ugoofaaru,5.67,73.0,27.25,80,7,4.95,MV,1603137434
505,Alexandria,31.22,29.96,27.0,69,100,6.2,EG,1603137435
506,Ambilobe,-13.2,49.05,23.45,79,18,0.97,MG,1603137436
507,Necochea,-38.55,-58.74,13.89,64,0,3.58,AR,1603137438
508,Karratha,-20.74,116.85,18.15,84,0,4.19,AU,1603137368
509,Zvečka,44.64,20.16,7.0,81,0,2.1,RS,1603137440
510,Quatre Cocos,-20.21,57.76,24.0,69,20,5.1,MU,1603137441
511,Bintulu,3.17,113.03,25.0,94,40,1.76,MY,1603137442
512,Nichinan,31.6,131.37,17.56,77,47,4.8,JP,1603137444
513,Claresholm,50.03,-113.59,-1.67,86,100,2.68,CA,1603137445
514,Sapouy,11.55,-1.77,28.34,51,67,0.79,BF,1603137446
515,Doha,25.29,51.53,30.0,45,0,4.1,QA,1603137423
516,Phan Thiet,10.93,108.1,24.11,89,100,2.21,VN,1603137448
517,Kalianget,-7.05,113.93,26.75,76,88,4.99,ID,1603137450
518,Junqueirópolis,-21.51,-51.43,26.77,65,14,8.45,BR,1603137451
519,Mago,53.25,140.18,-3.26,81,64,1.65,RU,1603137452
520,Caravelas,-17.71,-39.25,24.21,70,100,2.8,BR,1603137453
521,Nobres,-14.72,-56.33,29.41,55,98,5.52,BR,1603137455
522,Luau,-10.71,22.22,22.49,47,0,0.72,AO,1603137456
523,Nuuk,64.18,-51.72,6.0,70,90,18.0,GL,1603137457
524,Kasamwa,-2.85,32.43,20.45,77,66,1.32,TZ,1603137458
525,Kavaratti,10.57,72.64,27.11,75,100,5.08,IN,1603137459
526,Talaya,61.38,152.75,-8.36,95,100,1.8,RU,1603137460
527,Garden City,42.33,-83.33,9.0,87,90,3.6,US,1603137462
528,Ulladulla,-35.35,150.47,14.44,76,90,2.1,AU,1603137463
529,Tveit,58.23,8.12,7.22,93,100,5.7,NO,1603137464
530,Codrington,-38.27,141.97,5.4,91,5,1.95,AU,1603137465
531,The Pas,53.83,-101.25,-0.37,87,65,3.44,CA,1603137364
532,Yenagoa,4.92,6.26,24.57,92,64,1.96,NG,1603137468
533,Nantucket,41.28,-70.1,13.33,75,1,3.1,US,1603137333
534,Kondinskoye,59.65,67.41,2.28,96,54,3.36,RU,1603137470
535,Vestmannaeyjar,63.44,-20.27,5.86,67,100,3.57,IS,1603137471
536,Stephenville Crossing,48.5,-58.43,10.0,91,100,2.25,CA,1603137472
537,Xichang,27.9,102.26,12.37,80,100,0.49,CN,1603137474
538,São Filipe,14.9,-24.5,28.22,66,62,4.22,CV,1603137475
539,Plettenberg Bay,-34.05,23.37,15.65,82,100,4.08,ZA,1603137476
540,Sechura,-5.56,-80.82,25.02,52,79,6.75,PE,1603137477
541,Ardakān,32.31,54.02,14.0,11,0,2.1,IR,1603137478
542,Dwārka,22.24,68.97,29.02,77,3,3.59,IN,1603137479
543,Kano,12.0,8.52,24.0,78,20,1.0,NG,1603137344
544,Pemangkat,1.17,108.97,25.6,85,100,1.54,ID,1603137472
545,Fengzhen,40.44,113.15,6.24,54,100,2.32,CN,1603137483
546,Tura,25.52,90.22,22.24,88,0,1.23,IN,1603137484
547,Buckeye,33.37,-112.58,35.0,15,1,4.1,US,1603137485
548,Iquitos,-3.75,-73.25,32.0,62,75,2.1,PE,1603137487
549,Verkhnevilyuysk,63.45,120.32,-4.95,97,91,3.59,RU,1603137488
