,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
372,‘Āhuimanu,21.44,-157.84,28.0,74,20,4.1,US,1603166076
373,Ishigaki,24.34,124.16,29.0,79,75,9.8,JP,1603166077
374,Kulhudhuffushi,6.62,73.07,27.85,77,3,6.23,MV,1603166078
375,Big Rapids,43.7,-85.48,3.33,100,90,1.5,US,1603166079
376,Alta Gracia,-31.65,-64.43,15.56,75,93,0.89,AR,1603166081
377,Arrondissement de Dinan,48.42,-2.25,15.0,82,90,5.7,FR,1603166082
378,Cuyo,10.85,121.01,27.7,78,100,2.9,PH,1603166083
379,Gornorechenskiy,44.26,135.11,15.7,34,0,2.01,RU,1603166084
380,Longhua,23.61,114.19,26.06,51,0,2.67,CN,1603166085
381,Mayo,38.89,-76.51,16.67,87,1,1.5,US,1603165970
382,Sept-Îles,50.2,-66.38,5.0,100,90,2.1,CA,1603165788
383,Doumé,4.23,13.45,18.94,97,64,0.79,CM,1603166089
384,Tveit,58.23,8.12,4.0,93,100,2.6,NO,1603166090
385,São José da Coroa Grande,-8.9,-35.15,23.78,78,25,4.16,BR,1603165885
386,Petersberg,50.56,9.71,5.56,84,96,1.34,DE,1603166092
387,Lavrentiya,65.58,-171.0,0.94,81,1,2.29,RU,1603166093
388,Asău,46.43,26.4,1.11,100,0,1.62,RO,1603166095
389,Maragogi,-9.01,-35.22,23.48,80,19,4.03,BR,1603166096
390,Bandarbeyla,9.49,50.81,26.85,57,13,2.9,SO,1603166097
391,San Patricio,28.02,-97.52,26.11,88,40,5.7,US,1603166098
392,Salym,60.06,71.48,2.88,99,100,2.81,RU,1603166099
393,Salta,-24.79,-65.41,22.0,46,89,2.6,AR,1603166072
394,Kalabo,-14.97,22.68,18.64,25,2,1.54,ZM,1603166102
395,Baturité,-4.33,-38.88,23.26,83,58,2.57,BR,1603166103
396,Salalah,17.02,54.09,26.0,57,40,1.0,OM,1603166002
397,Lethem,3.38,-59.8,26.54,69,100,2.55,GY,1603166105
398,Garissa,-0.45,39.64,25.0,70,41,5.89,KE,1603166106
399,Tommot,58.96,126.29,-1.59,96,100,2.35,RU,1603166108
400,Kushima,31.46,131.23,22.0,56,20,7.2,JP,1603166109
401,Sitrah,26.15,50.62,27.0,57,0,3.6,BH,1603166110
402,Nikita,44.53,34.23,7.67,68,85,2.41,UA,1603166111
403,Nabire,-3.37,135.48,30.21,62,100,2.73,ID,1603166106
404,Pitimbu,-7.47,-34.81,23.0,88,20,2.6,BR,1603166076
405,Raudeberg,61.99,5.14,6.11,64,100,4.29,NO,1603166114
406,Roi Et,15.75,103.75,25.0,78,75,3.6,TH,1603166116
407,Merke,42.87,73.18,16.71,27,0,2.37,KZ,1603166117
408,Ayorou,14.73,0.92,29.84,27,0,0.46,NE,1603166118
409,Serebryansk,49.69,83.29,2.0,80,5,2.0,KZ,1603166119
410,Grindavik,63.84,-22.43,0.0,72,20,3.1,IS,1603166120
411,Karatau,43.17,70.47,11.83,40,0,1.8,KZ,1603166121
412,Shimoda,34.67,138.95,19.0,63,75,8.7,JP,1603166123
413,Skjervøy,70.03,20.97,3.22,72,100,2.84,NO,1603166124
414,Yudong,29.39,106.52,16.11,87,40,6.0,CN,1603166125
415,Festus,38.22,-90.4,8.89,98,93,2.09,US,1603166126
416,Quatre Cocos,-20.21,57.76,25.56,78,40,5.1,MU,1603166127
417,Røros,62.57,11.38,-6.0,92,56,1.5,NO,1603166128
418,Champasak,14.75,106.0,26.0,88,90,1.0,LA,1603166130
419,Clearlake,38.96,-122.63,20.0,43,0,1.06,US,1603166131
420,Acapulco de Juárez,16.86,-99.89,27.24,79,16,2.71,MX,1603166059
421,Mackay,-21.15,149.2,30.0,51,0,7.2,AU,1603166133
422,Xichang,27.9,102.26,12.77,80,98,0.98,CN,1603166134
423,Kiryat Gat,31.61,34.76,21.67,88,8,1.0,IL,1603166136
424,Byron Bay,-28.65,153.62,23.33,53,40,6.7,AU,1603165876
425,Marabá,-5.37,-49.12,26.14,64,68,1.83,BR,1603166138
426,Mumford,5.26,-0.76,24.6,90,51,3.83,GH,1603166139
427,Dawlatabad,36.41,64.91,19.32,24,0,1.9,AF,1603166140
428,Nouadhibou,20.93,-17.03,26.0,54,30,6.2,MR,1603166141
429,Sur,22.57,59.53,28.25,48,10,5.81,OM,1603165987
430,Superior,46.72,-92.1,1.0,94,90,1.4,US,1603166144
431,Kincardine,56.07,-3.72,10.0,93,100,2.6,GB,1603166145
432,Umm Hājar,13.3,19.7,27.08,26,0,2.59,TD,1603166146
433,Beira,-19.84,34.84,20.43,91,10,2.88,MZ,1603166147
434,Bandar-e Lengeh,26.56,54.88,22.0,64,0,3.1,IR,1603166149
435,Álamos,27.02,-108.93,26.11,75,0,1.19,MX,1603166150
436,Ballina,-28.87,153.57,24.0,53,40,6.7,AU,1603166151
437,Zaranj,30.97,61.88,12.0,30,0,2.1,AF,1603166152
438,Baykalovo,57.4,63.77,4.96,88,85,2.36,RU,1603166153
439,Vestmannaeyjar,63.44,-20.27,3.94,76,64,1.38,IS,1603166155
440,Meybod,32.25,54.02,10.0,16,0,3.1,IR,1603166156
441,Tilichiki,60.47,166.1,1.77,100,100,2.15,RU,1603166157
442,Bodden Town,19.28,-81.25,27.78,88,93,6.23,KY,1603166158
443,Teluk Nibung,3.0,99.82,29.88,62,100,0.51,ID,1603166159
444,Krasnosel'kup,65.7,82.47,-4.97,98,100,4.33,RU,1603166160
445,Shihezi,44.3,86.03,11.11,39,0,1.57,CN,1603166162
446,College,64.86,-147.8,-5.56,85,90,0.84,US,1603166163
447,Nioro,13.35,-15.75,24.9,70,0,1.57,GM,1603165889
448,Palmer,42.16,-72.33,12.22,81,75,1.56,US,1603165914
449,Araxá,-19.59,-46.94,16.88,94,100,2.41,BR,1603166166
450,Codrington,-38.27,141.97,13.83,74,88,3.79,AU,1603166168
451,Tazovsky,67.47,78.7,-7.76,97,58,3.47,RU,1603166169
452,Sisimiut,66.94,-53.67,3.23,77,100,6.87,GL,1603165933
453,Anloga,5.79,0.9,24.0,88,20,1.5,GH,1603166171
454,Harper,4.38,-7.72,24.84,80,100,2.91,LR,1603166172
455,Warman,52.32,-106.57,-5.0,57,75,4.6,CA,1603166174
456,Aksu,41.12,80.26,15.74,31,0,0.35,CN,1603166175
457,Penzance,50.12,-5.54,14.0,100,39,8.2,GB,1603166176
458,Matara,5.95,80.54,28.98,69,100,6.01,LK,1603166177
459,Funadhoo,6.15,73.27,27.87,78,28,6.1,MV,1603166178
460,Sanmenxia,34.77,111.18,19.56,35,100,2.71,CN,1603166179
461,Grand Forks,47.94,-97.43,-3.0,73,75,1.75,US,1603166181
462,São João da Barra,-21.64,-41.05,22.27,85,100,4.98,BR,1603166182
463,Westport,41.14,-73.36,16.0,77,1,3.1,US,1603166135
464,Ribeira Brava,32.65,-17.07,18.89,98,100,3.58,PT,1603166184
465,Novy Urengoy,66.08,76.63,-3.66,98,98,2.84,RU,1603166007
466,Asino,57.0,86.15,1.13,93,100,6.76,RU,1603166186
467,Ihosy,-22.4,46.12,19.07,71,12,3.44,MG,1603166188
468,Ola,59.58,151.28,-0.18,89,84,3.22,RU,1603166189
469,Virginia Beach,36.85,-75.98,20.0,88,82,4.6,US,1603166058
470,Saint-François,46.42,3.91,15.0,67,96,6.2,FR,1603166191
471,Jumla,29.27,82.18,18.58,26,0,1.31,NP,1603166192
472,Venkatagiri,13.97,79.58,27.0,83,75,1.93,IN,1603166193
473,San Andrés,12.58,-81.7,27.0,88,75,3.09,CO,1603165974
474,Galveston,29.37,-94.97,26.11,78,1,4.6,US,1603166196
475,Shache,38.42,77.24,15.61,28,0,0.84,CN,1603166197
476,Atbasar,51.8,68.33,9.63,68,10,4.62,KZ,1603166198
477,Trincomalee,8.57,81.23,29.82,68,74,6.34,LK,1603166199
478,Kandalaksha,67.16,32.41,0.12,95,56,3.54,RU,1603166201
479,Harrisburg,40.27,-76.88,16.0,77,40,5.1,US,1603166140
480,Adrar,20.5,-10.07,26.89,22,0,4.15,MR,1603165998
481,Whitehorse,60.72,-135.05,-5.0,79,90,1.0,CA,1603166204
482,Atikokan,48.76,-91.62,-3.89,86,0,1.1,CA,1603166205
483,Flin Flon,54.77,-101.86,-4.76,91,23,1.64,CA,1603166010
484,Imbituba,-28.24,-48.67,22.0,88,75,4.1,BR,1603166208
485,San Ramon,37.78,-121.98,22.22,68,1,2.6,US,1603166111
486,Qaqortoq,60.72,-46.03,0.0,88,100,2.1,GL,1603166210
487,Tegul'det,57.31,88.17,0.56,95,100,5.1,RU,1603166211
488,Khani,41.96,42.96,16.0,93,90,1.0,GE,1603166212
489,Broome,42.25,-75.83,13.33,93,90,4.6,US,1603166214
490,Khovd,48.01,91.64,-1.12,79,23,1.24,MN,1603166005
491,Kannur,11.87,75.36,24.0,94,75,1.0,IN,1603165970
492,Kang,-23.68,22.79,23.6,22,17,1.88,BW,1603166217
493,São Miguel do Araguaia,-13.28,-50.16,22.26,81,100,1.36,BR,1603166218
494,Inuvik,68.35,-133.72,-5.0,92,90,1.5,CA,1603165964
495,Otradnoye,59.78,30.82,1.11,80,90,5.0,RU,1603166221
496,Mayumba,-3.43,10.66,24.95,88,100,1.83,GA,1603166222
497,Manavālakurichi,8.13,77.3,27.0,94,75,2.1,IN,1603166223
498,Jalu,29.03,21.55,19.61,76,1,4.77,LY,1603165987
499,Bundaberg,-24.85,152.35,28.33,51,75,5.7,AU,1603165707
500,Fuerte,17.54,120.36,29.89,72,98,7.45,PH,1603166227
501,Iskateley,67.68,53.15,-4.18,97,99,1.66,RU,1603166228
502,Baruun-Urt,46.68,113.28,11.86,38,51,10.36,MN,1603166229
503,Lieksa,63.32,30.02,-0.35,96,98,5.41,FI,1603166230
504,Usinsk,65.99,57.53,-4.98,94,100,3.16,RU,1603166231
505,Gusau,12.16,6.66,24.49,46,0,2.28,NG,1603165993
506,Maiduguri,11.85,13.16,24.32,26,0,0.79,NG,1603166234
507,Seoul,37.57,126.98,21.0,48,1,1.16,KR,1603166233
508,Kasane,-17.82,25.15,19.0,37,0,3.1,BW,1603166236
509,Presidente Venceslau,-21.88,-51.84,20.85,89,71,4.22,BR,1603166237
510,Willowmore,-33.29,23.49,11.84,66,92,5.47,ZA,1603166238
511,Manado,1.49,124.85,31.0,62,40,2.6,ID,1603166240
512,Buíque,-8.62,-37.16,17.78,90,45,4.03,BR,1603166241
513,Ubari,26.59,12.78,17.27,69,19,7.44,LY,1603166242
514,Chapais,49.78,-74.85,-3.0,100,90,1.74,CA,1603166243
515,Nouakchott,18.09,-15.98,28.0,26,0,3.1,MR,1603166244
516,Mnogovershinnyy,53.94,139.92,0.62,84,5,8.44,RU,1603166246
517,Yulara,-25.24,130.99,30.0,42,22,5.1,AU,1603166247
518,Bubaque,11.28,-15.83,27.96,86,45,3.25,GW,1603166248
519,Gräfenhainichen,51.73,12.45,4.44,90,100,0.45,DE,1603166249
520,San Angelo,31.46,-100.44,17.78,67,1,2.1,US,1603166250
521,Roald,62.58,6.13,5.0,56,73,5.1,NO,1603166251
522,Kununurra,-15.77,128.73,38.0,33,32,3.6,AU,1603166253
523,Andenes,69.31,16.12,-3.0,86,0,3.6,NO,1603165998
524,Gilgit,35.92,74.31,17.02,24,0,2.2,PK,1603166104
525,Hanzhong,33.07,107.03,17.69,60,99,0.79,CN,1603166256
526,Hays,30.05,-98.03,25.0,85,5,2.68,US,1603166257
527,Jacareacanga,-6.22,-57.75,24.69,76,100,1.11,BR,1603166258
528,Samagaltay,50.6,95.0,-4.26,80,96,2.89,RU,1603166260
529,Boyolangu,-8.12,111.89,30.46,59,55,2.79,ID,1603166261
530,Dunedin,-45.87,170.5,10.56,71,94,6.71,NZ,1603166262
531,Alofi,-19.06,-169.92,26.0,69,75,7.2,NU,1603166263
532,Pital,2.27,-75.8,19.31,75,69,1.49,CO,1603166264
533,Kirkuk,35.47,44.39,18.17,28,0,1.14,IQ,1603166265
534,Naze,28.37,129.48,28.0,74,40,9.8,JP,1603166267
535,Øksfjord,70.24,22.35,2.0,92,75,1.5,NO,1603166268
536,Syamzha,60.02,41.06,0.04,99,96,1.08,RU,1603166269
537,Port Blair,11.67,92.75,28.82,78,51,7.17,IN,1603166270
538,Warri,5.52,5.75,23.63,95,28,1.18,NG,1603166271
539,Sampit,-2.53,112.95,33.08,58,100,0.52,ID,1603165974
540,Maitum,6.04,124.5,30.0,70,75,5.1,PH,1603166274
541,Azanka,58.04,64.79,2.85,84,21,2.25,RU,1603166275
542,Bismil,37.85,40.67,12.0,61,1,1.5,TR,1603166276
543,Kargasok,59.06,80.86,3.1,95,100,3.13,RU,1603166277
544,Half Moon Bay,37.46,-122.43,17.22,93,90,2.43,US,1603166247
545,Laguna,38.42,-121.42,22.22,43,1,1.91,US,1603166279
546,Sørland,67.67,12.69,0.0,66,75,2.6,NO,1603166281
547,Anykščiai,55.53,25.1,1.85,87,22,4.39,LT,1603166282
548,Labuhan,-6.88,112.21,30.9,61,32,5.18,ID,1603166283
549,Ljungby,56.83,13.94,3.0,100,100,2.1,SE,1603166284
550,Sibsāgar,26.98,94.63,28.0,83,75,2.1,IN,1603166166
551,Beeskow,52.17,14.25,6.67,33,100,2.8,DE,1603166286
552,Prainha,-1.8,-53.48,26.68,66,98,2.12,BR,1603166287
553,Pemangkat,1.17,108.97,29.57,66,62,2.95,ID,1603166289
554,Mazamet,43.49,2.37,16.0,72,87,17.5,FR,1603166290
555,Mossoró,-5.19,-37.34,22.89,75,100,4.19,BR,1603166291
556,Karaton,-6.34,106.1,32.0,55,20,4.1,ID,1603166292
557,Dingle,11.0,122.67,26.81,87,100,1.6,PH,1603166293
558,Svelvik,59.61,10.41,2.78,43,100,2.22,NO,1603166295
559,Manicoré,-5.81,-61.3,24.14,85,100,0.96,BR,1603166296
560,Meadow Lake,34.8,-106.54,18.0,15,1,1.1,US,1603166297
561,Zarechnyy,53.2,45.19,2.08,88,18,3.25,RU,1603166298
562,Chavakachcheri,9.66,80.16,28.51,74,100,7.37,LK,1603166299
563,Kashgar,39.45,75.98,13.0,28,0,4.0,CN,1603166300
564,San Luis,-33.3,-66.34,14.66,55,0,10.35,AR,1603166200
565,Crateús,-5.18,-40.68,22.24,71,5,1.68,BR,1603166303
566,Bama,11.52,13.69,23.71,32,0,0.94,NG,1603166304
567,Kalianget,-7.05,113.93,29.63,67,32,5.32,ID,1603166305
568,Nizhnekamsk,55.64,51.82,0.0,85,75,4.0,RU,1603166307
569,Cockburn Town,21.46,-71.14,27.79,75,95,4.69,TC,1603166308
570,Santa María del Río,21.8,-100.75,17.0,59,5,1.5,MX,1603166309
571,Galle,6.04,80.22,27.96,76,100,5.96,LK,1603166310
572,Udachny,66.42,112.4,-8.0,92,90,1.0,RU,1603166311
573,Carolina,18.38,-65.96,27.0,74,40,1.5,PR,1603166122
574,Gigmoto,13.78,124.39,27.8,82,100,5.99,PH,1603166313
575,Rialma,-15.31,-49.58,21.69,87,98,1.44,BR,1603166315
576,Anadyr,64.75,177.48,3.0,85,40,5.0,RU,1603166316
577,Saint Stephen,50.33,-4.9,14.0,93,75,8.7,GB,1603166317
578,Maumere,-8.62,122.21,29.74,64,24,0.88,ID,1603166318
